SMILES,type,temp,pCMC,AW_ST_CMC,Gamma_max,Area_min,Pi_CMC,pC20
CCCCCCCCCCCCCCCC[N+](C)(C)CC(O)COc1ccc(OCC(O)C[N+](C)(C)CCCCCCCCCCCCCCCC)cc1.[Cl-].[Cl-],gemini cationic,25.0,5.22184874961636,43.3,9.9e-07,1.68,28.7,5.75
CCCCCCCCCCCCCC[N+](C)(C)CC(O)COc1ccc(OCC(O)C[N+](C)(C)CCCCCCCCCCCCCC)cc1.[Cl-].[Cl-],gemini cationic,25.0,4.0,41.1,1.07e-06,1.55,30.9,4.59
CCCCCCCCCCCC[N+](C)(C)CC(O)COc1ccc(OCC(O)C[N+](C)(C)CCCCCCCCCCCC)cc1.[Cl-].[Cl-],gemini cationic,25.0,3.22184874961636,40.2,1.14e-06,1.46,31.8,3.83
CCCCCCCCCCCCCCCCOC(=O)C[N+](CC)(CC)c1ccc(C=NCCN=Cc2ccc([N+](CC)(CC)CC(=O)OCCCCCCCCCCCCCCCC)cc2)cc1.[Cl-].[Cl-],gemini cationic,25.0,2.18976748200492,42.1,7.3e-07,2.266,29.7,3.34008379993015
CCCCCCCCCCCCOC(=O)C[N+](CC)(CC)c1ccc(C=NCCN=Cc2ccc([N+](CC)(CC)CC(=O)OCCCCCCCCCCCC)cc2)cc1.[Cl-].[Cl-],gemini cationic,25.0,2.61083391563547,33.6,1.18e-06,1.408,38.2,3.93930215964639
CCCCCCCCCCOC(=O)C[N+](CC)(CC)c1ccc(C=NCCN=Cc2ccc([N+](CC)(CC)CC(=O)OCCCCCCCCCC)cc2)cc1.[Cl-].[Cl-],gemini cationic,25.0,2.54975089168064,37.6,1.05e-06,1.582,34.25,3.73048705578208
CCCCCCCCCCCC(=O)Oc1cccc2ccc[n+](CCCCCCCCCC[n+]3cccc4cccc(OC(=O)CCCCCCCCCCC)c43)c12.[Br-].[Br-],gemini cationic,25.0,2.0,43.0,3.67e-07,4.52,29.0,3.52287874528034
CCCCCCCCCCCC(=O)Oc1cccc2ccc[n+](CCCCCC[n+]3cccc4cccc(OC(=O)CCCCCCCCCCC)c43)c12.[Br-].[Br-],gemini cationic,25.0,1.69897000433602,41.0,3.88e-07,4.28,31.0,3.49485002168009
CCCCCCCCCCCCCC(=O)Oc1cccc2ccc[n+](CCCCCCCCCC[n+]3cccc4cccc(OC(=O)CCCCCCCCCCCCC)c43)c12.[Br-].[Br-],gemini cationic,25.0,2.2518119729938,45.0,4.01e-07,4.14,27.0,3.26760624017703
CCCCCCCCCCCCCC(=O)Oc1cccc2ccc[n+](CCCCCC[n+]3cccc4cccc(OC(=O)CCCCCCCCCCCCC)c43)c12.[Br-].[Br-],gemini cationic,25.0,1.79588001734408,43.0,4.4e-07,3.77,29.0,3.83863199776503
CCCCCCCCCCCCCCCC(=O)Oc1cccc2ccc[n+](CCCCCC[n+]3cccc4cccc(OC(=O)CCCCCCCCCCCCCCC)c43)c12.[Br-].[Br-],gemini cationic,25.0,2.0,44.0,4.61e-07,3.6,28.0,3.26760624017703
CCCCCCCCCCCCCCCCCC(=O)Oc1cccc2ccc[n+](CCCCCCCCCC[n+]3cccc4cccc(OC(=O)CCCCCCCCCCCCCCCCC)c43)c12.[Br-].[Br-],gemini cationic,25.0,3.69897000433602,50.0,4.49e-07,3.7,22.0,4.0
CCCCCCCCCCCCCCCCCC(=O)Oc1cccc2ccc[n+](CCCCCC[n+]3cccc4cccc(OC(=O)CCCCCCCCCCCCCCCCC)c43)c12.[Br-].[Br-],gemini cationic,25.0,2.0,46.0,5.13e-07,3.24,26.0,2.65757731917779
CCCCCCCCCCCCCCCCCC[N+](C)(C)CC(O)CN1CCN(CC(O)C[N+](C)(C)CCCCCCCCCCCCCCCCCC)CC1.[Cl-].[Cl-],gemini cationic,25.0,3.40120949323689,40.9,1.207e-06,1.38,31.1,4.994
CCCCCCCCCCCCCCCC[N+](C)(C)CC(O)CN1CCN(CC(O)C[N+](C)(C)CCCCCCCCCCCCCCCC)CC1.[Cl-].[Cl-],gemini cationic,25.0,3.39469495385889,36.5,1.789e-06,0.93,35.5,5.218
CCCCCCCCCCCC[N+](C)(C)CC(O)CN1CCN(CC(O)C[N+](C)(C)CCCCCCCCCCCC)CC1.[Cl-].[Cl-],gemini cationic,25.0,2.99869906697958,37.6,1.742e-06,0.95,34.37,3.934
CCCCCCCCCCCCCCCC[N+]1(C)CC[N+](C)(CCCCCCCCCCCCCCCC)CC1.[Br-].[Br-],gemini cationic,25.0,2.61978875828839,38.0,7.76e-07,2.1,34.0,4.89
CCCCCCCCCCCCCC[N+]1(C)CC[N+](C)(CCCCCCCCCCCCCC)CC1.[Br-].[Br-],gemini cationic,25.0,3.79588001734408,35.0,4.9e-07,3.4,37.0,6.55
CCCCCCCCCCCC[N+]1(C)CC[N+](C)(CCCCCCCCCCCC)CC1.[Br-].[Br-],gemini cationic,25.0,2.69897000433602,36.0,5.58e-07,3.0,36.0,4.85
CCCCCCCCCCCCCCCCn1cc[n+](COCCCCCCOC[n+]2ccn(CCCCCCCCCCCCCCCC)c2)c1.[Cl-].[Cl-],gemini cationic,25.0,3.65000000000007,26.4,1.77e-06,1.01,45.6,4.49446665894296
CCCCCCCCCCCCCCCCn1cc[n+](COCCCCCOC[n+]2ccn(CCCCCCCCCCCCCCCC)c2)c1.[Cl-].[Cl-],gemini cationic,25.0,3.61000000000001,29.6,2.08e-06,0.88,42.4,4.23878256636433
CCCCCCCCCCCCCCCCn1cc[n+](COCCCCOC[n+]2ccn(CCCCCCCCCCCCCCCC)c2)c1.[Cl-].[Cl-],gemini cationic,25.0,3.58000000000006,31.5,2.11e-06,0.86,40.5,4.14726660100241
CCCCCCCCCCCCCCCCn1cc[n+](COCCCOC[n+]2ccn(CCCCCCCCCCCCCCCC)c2)c1.[Cl-].[Cl-],gemini cationic,25.0,3.55000000000007,32.8,2.14e-06,0.84,39.2,4.07384555595647
CCCCCCCCCCCCCCCCn1cc[n+](COCCOC[n+]2ccn(CCCCCCCCCCCCCCCC)c2)c1.[Cl-].[Cl-],gemini cationic,25.0,3.52,33.9,2.17e-06,0.82,38.1,4.0070063787542
CCCCCCCCCCCCCCn1cc[n+](COCCCCCCOC[n+]2ccn(CCCCCCCCCCCCCC)c2)c1.[Cl-].[Cl-],gemini cationic,25.0,3.47,28.3,1.9e-06,0.95,43.7,4.19830040863478
CCCCCCCCCCCCCCn1cc[n+](COCCCCCOC[n+]2ccn(CCCCCCCCCCCCCC)c2)c1.[Cl-].[Cl-],gemini cationic,25.0,3.43000000000009,33.9,2.16e-06,0.84,38.1,3.91926103791519
CCCCCCCCCCCCCCn1cc[n+](COCCCCOC[n+]2ccn(CCCCCCCCCCCCCC)c2)c1.[Cl-].[Cl-],gemini cationic,25.0,3.40000000000011,35.2,2.19e-06,0.82,36.77,3.84789991028703
CCCCCCCCCCCCn1cc[n+](COCCCCCCOC[n+]2ccn(CCCCCCCCCCCC)c2)c1.[Cl-].[Cl-],gemini cationic,25.0,3.29000000000006,30.3,2.03e-06,0.89,41.7,3.91413638976563
CCCCCCCCCCCCn1cc[n+](COCCCCOC[n+]2ccn(CCCCCCCCCCCC)c2)c1.[Cl-].[Cl-],gemini cationic,25.0,3.22000000000004,39.2,2.27e-06,0.78,32.8,3.54923039346456
CCCCCCCCCCCCn1cc[n+](COCCCOC[n+]2ccn(CCCCCCCCCCCC)c2)c1.[Cl-].[Cl-],gemini cationic,25.0,3.18000000000006,40.3,2.3e-06,0.76,31.7,3.47701188926719
CCCCCCCCCCCCn1cc[n+](COCCOC[n+]2ccn(CCCCCCCCCCCC)c2)c1.[Cl-].[Cl-],gemini cationic,25.0,3.15000000000002,41.4,2.33e-06,0.74,30.6,3.41562304612205
CCCCCCCCCCCn1cc[n+](COCCCCCCOC[n+]2ccn(CCCCCCCCCCC)c2)c1.[Cl-].[Cl-],gemini cationic,25.0,3.20000000000006,31.2,2.09e-06,0.86,40.77,3.78107589181454
CCCCCCCCCCCn1cc[n+](COCCCCCOC[n+]2ccn(CCCCCCCCCCC)c2)c1.[Cl-].[Cl-],gemini cationic,25.0,3.16000000000002,40.1,2.28e-06,0.78,31.9,3.46473891922484
CCCCCCCCCCCn1cc[n+](COCCCCOC[n+]2ccn(CCCCCCCCCCC)c2)c1.[Cl-].[Cl-],gemini cationic,25.0,3.13000000000001,41.2,2.31e-06,0.76,30.8,3.4029779601656
CCCCCCCCCCCn1cc[n+](COCCCOC[n+]2ccn(CCCCCCCCCCC)c2)c1.[Cl-].[Cl-],gemini cationic,25.0,3.07000000000004,42.4,2.34e-06,0.74,29.6,3.30953621575788
CCCCCCCCCCn1cc[n+](COCCCCCCOC[n+]2ccn(CCCCCCCCCC)c2)c1.[Cl-].[Cl-],gemini cationic,25.0,3.07000000000004,32.2,2.15e-06,0.83,39.8,3.6077030982797
CCCCCCCCCCn1cc[n+](COCCCCCOC[n+]2ccn(CCCCCCCCCC)c2)c1.[Cl-].[Cl-],gemini cationic,25.0,3.07000000000004,41.9,2.32e-06,0.76,30.1,3.32418457809005
CCCCCCCCCCn1cc[n+](COCCCCOC[n+]2ccn(CCCCCCCCCC)c2)c1.[Cl-].[Cl-],gemini cationic,25.0,3.0,43.0,2.35e-06,0.74,28.97,3.22360960566756
CCCCCCCCCCn1cc[n+](COCCCOC[n+]2ccn(CCCCCCCCCC)c2)c1.[Cl-].[Cl-],gemini cationic,25.0,2.95000000000002,44.2,2.38e-06,0.72,27.8,3.14135219756708
CCCCCCCCCCn1cc[n+](COCCOC[n+]2ccn(CCCCCCCCCC)c2)c1.[Cl-].[Cl-],gemini cationic,25.0,2.92000000000001,45.3,2.41e-06,0.7,26.67,3.08232057359317
CCCCCCCCCn1cc[n+](COCCCCCCOC[n+]2ccn(CCCCCCCCC)c2)c1.[Cl-].[Cl-],gemini cationic,25.0,2.95000000000002,33.3,2.22e-06,0.8,38.7,3.44181802407714
CCCCCCCCCn1cc[n+](COCCCCCOC[n+]2ccn(CCCCCCCCC)c2)c1.[Cl-].[Cl-],gemini cationic,25.0,2.91000000000003,44.0,2.36e-06,0.74,27.97,3.10792187318977
CCCCCCCCCn1cc[n+](COCCCCOC[n+]2ccn(CCCCCCCCC)c2)c1.[Cl-].[Cl-],gemini cationic,25.0,2.88,45.2,2.39e-06,0.72,26.8,3.0461218734806
CCCCCCCCCn1cc[n+](COCCCOC[n+]2ccn(CCCCCCCCC)c2)c1.[Cl-].[Cl-],gemini cationic,25.0,2.84000000000001,46.4,2.42e-06,0.7,25.6,2.97511030351631
CCCCCCCCCn1cc[n+](COCCOC[n+]2ccn(CCCCCCCCC)c2)c1.[Cl-].[Cl-],gemini cationic,25.0,2.81000000000002,47.5,2.45e-06,0.68,24.5,2.91724134149365
CCCCCCCCn1cc[n+](COCCCCCCOC[n+]2ccn(CCCCCCCC)c2)c1.[Cl-].[Cl-],gemini cationic,25.0,2.87000000000002,34.2,2.28e-06,0.77,37.8,3.32582796321025
CCCCCCCCn1cc[n+](COCCCCCOC[n+]2ccn(CCCCCCCC)c2)c1.[Cl-].[Cl-],gemini cationic,25.0,2.83,45.6,2.4e-06,0.72,26.4,2.9856985402426
CCCCCCCCn1cc[n+](COCCCOC[n+]2ccn(CCCCCCCC)c2)c1.[Cl-].[Cl-],gemini cationic,25.0,2.75000000000001,47.9,2.46e-06,0.68,24.1,2.84731158765163
CCCCCCCCn1cc[n+](COCCOC[n+]2ccn(CCCCCCCC)c2)c1.[Cl-].[Cl-],gemini cationic,25.0,2.72000000000001,48.9,2.49e-06,0.66,23.1,2.79269058354701
CCCCCCCn1cc[n+](COCCCCCCOC[n+]2ccn(CCCCCCC)c2)c1.[Cl-].[Cl-],gemini cationic,25.0,2.79000000000001,35.1,2.34e-06,0.74,36.9,3.21168354649037
CCCCCCCn1cc[n+](COCCCCOC[n+]2ccn(CCCCCCC)c2)c1.[Cl-].[Cl-],gemini cationic,25.0,2.71000000000001,48.9,2.47e-06,0.68,23.1,2.78327917126803
CCCCCCCn1cc[n+](COCCCOC[n+]2ccn(CCCCCCC)c2)c1.[Cl-].[Cl-],gemini cationic,25.0,2.68000000000001,50.1,2.59e-06,0.66,21.9,2.72283212738335
CCCCCCCn1cc[n+](COCCOC[n+]2ccn(CCCCCCC)c2)c1.[Cl-].[Cl-],gemini cationic,25.0,2.65000000000001,51.2,2.53e-06,0.64,20.8,2.66846227749913
CCCCCCn1cc[n+](COCCCCCCOC[n+]2ccn(CCCCCC)c2)c1.[Cl-].[Cl-],gemini cationic,25.0,2.71000000000001,36.3,2.41e-06,0.71,35.7,3.09036313513623
CCCCCCn1cc[n+](COCCCCCOC[n+]2ccn(CCCCCC)c2)c1.[Cl-].[Cl-],gemini cationic,25.0,2.67000000000001,50.1,2.48e-06,0.68,21.9,2.71473193948503
CCCCCCn1cc[n+](COCCCCOC[n+]2ccn(CCCCCC)c2)c1.[Cl-].[Cl-],gemini cationic,25.0,2.64000000000001,51.1,2.51e-06,0.66,20.9,2.66093556069
CCCCCCn1cc[n+](COCCCOC[n+]2ccn(CCCCCC)c2)c1.[Cl-].[Cl-],gemini cationic,25.0,2.61000000000001,52.3,2.54e-06,0.64,19.7,2.60310390323729
CCCCCCn1cc[n+](COCCOC[n+]2ccn(CCCCCC)c2)c1.[Cl-].[Cl-],gemini cationic,25.0,2.58000000000001,53.4,2.57e-06,0.62,19.9,2.54819387796602
CCCCCn1cc[n+](COCCCCCCOC[n+]2ccn(CCCCC)c2)c1.[Cl-].[Cl-],gemini cationic,25.0,2.62000000000002,37.6,2.47e-06,0.68,34.4,2.96039356976116
CCCCCn1cc[n+](COCCCCCOC[n+]2ccn(CCCCC)c2)c1.[Cl-].[Cl-],gemini cationic,25.0,2.58000000000001,52.1,2.52e-06,0.66,18.6,2.57768305743688
CCCCCn1cc[n+](COCCCOC[n+]2ccn(CCCCC)c2)c1.[Cl-].[Cl-],gemini cationic,25.0,2.52,54.4,2.58e-06,0.62,17.6,2.46568655572933
CCCCn1cc[n+](COCCCCCOC[n+]2ccn(CCCC)c2)c1.[Cl-].[Cl-],gemini cationic,25.0,2.49000000000001,53.9,2.56e-06,0.64,16.5,2.4466659336239
CCCCn1cc[n+](COCCCCOC[n+]2ccn(CCCC)c2)c1.[Cl-].[Cl-],gemini cationic,25.0,2.45000000000001,55.1,2.59e-06,0.62,16.87,2.38011600269035
CCCCn1cc[n+](COCCCOC[n+]2ccn(CCCC)c2)c1.[Cl-].[Cl-],gemini cationic,25.0,2.44,56.3,2.62e-06,0.6,15.7,2.3441740854423
CCCCn1cc[n+](COCCOC[n+]2ccn(CCCC)c2)c1.[Cl-].[Cl-],gemini cationic,25.0,2.41,57.4,2.65e-06,0.58,14.6,2.29102281358821
CCCn1cc[n+](COCCCCCCOC[n+]2ccn(CCC)c2)c1.[Cl-].[Cl-],gemini cationic,25.0,2.45000000000001,42.6,2.59e-06,0.62,16.9,2.66190631442284
CCCn1cc[n+](COCCCCOC[n+]2ccn(CCC)c2)c1.[Cl-].[Cl-],gemini cationic,25.0,2.39,56.6,2.63e-06,0.6,15.4,2.2878783338713
CCCn1cc[n+](COCCCOC[n+]2ccn(CCC)c2)c1.[Cl-].[Cl-],gemini cationic,25.0,2.32000000000001,57.8,2.66e-06,0.58,14.2,2.19269010337307
CCCn1cc[n+](COCCOC[n+]2ccn(CCC)c2)c1.[Cl-].[Cl-],gemini cationic,25.0,2.38000000000001,59.8,2.69e-06,0.56,12.2,2.21069954267302
CCn1cc[n+](COCCCCCCOC[n+]2ccn(CC)c2)c1.[Cl-].[Cl-],gemini cationic,25.0,2.37,44.8,2.66e-06,0.59,27.2,2.52803987167482
CCn1cc[n+](COCCCCCOC[n+]2ccn(CC)c2)c1.[Cl-].[Cl-],gemini cationic,25.0,2.33000000000001,56.6,2.64e-06,0.6,15.4,2.22826515836422
CCn1cc[n+](COCCCCOC[n+]2ccn(CC)c2)c1.[Cl-].[Cl-],gemini cationic,25.0,2.3,57.7,2.67e-06,0.58,14.3,2.1753536967159
CCn1cc[n+](COCCCOC[n+]2ccn(CC)c2)c1.[Cl-].[Cl-],gemini cationic,25.0,2.26,58.9,2.7e-06,0.56,13.1,2.11078889893418
CCn1cc[n+](COCCOC[n+]2ccn(CC)c2)c1.[Cl-].[Cl-],gemini cationic,25.0,2.23000000000001,60.1,2.71e-06,0.54,11.9,2.05548549225577
Cn1cc[n+](COCCCCCCOC[n+]2ccn(C)c2)c1.[Cl-].[Cl-],gemini cationic,25.0,2.29,47.1,2.73e-06,0.56,24.9,2.39479709439406
Cn1cc[n+](COCCCCOC[n+]2ccn(C)c2)c1.[Cl-].[Cl-],gemini cationic,25.0,2.22000000000001,59.6,2.71e-06,0.56,12.4,2.05625799273381
Cn1cc[n+](COCCCOC[n+]2ccn(C)c2)c1.[Cl-].[Cl-],gemini cationic,25.0,2.18,60.8,2.74e-06,0.54,11.2,1.99247986029177
Cn1cc[n+](COCCOC[n+]2ccn(C)c2)c1.[Cl-].[Cl-],gemini cationic,25.0,2.15000000000001,61.9,2.75e-06,0.52,10.1,1.9398069706725
CCCCCCCCCCCCC(C[N+](C)(C)C)C(CCCCCCCCCCCC)C[N+](C)(C)C.[Br-].[Br-],gemini cationic,25.0,3.13786862068696,35.3,1.88e-06,0.09,36.7,3.77
CCCCCCCCCCCC[N+](C)(C)CCCC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],gemini cationic,25.0,2.93218548883816,38.0,1.41e-06,0.94,34.0,3.59
CCCCCCCCCCCC[N+](C)(C)CC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],gemini cationic,25.0,3.09690000000005,31.5,2.1e-06,0.72,32.0,3.66686787053099
CCCCCCCCCC(=O)N[N+](C)(C)CCC[N+](C)(C)NC(=O)CCCCCCCCC.[Br-].[Br-],gemini cationic,25.0,2.45099673797421,33.2,1.78e-06,0.93,38.8,3.03
CCCCCCCCCCCC(=O)N[N+](C)(C)CCC[N+](C)(C)NC(=O)CCCCCCCCCCC.[Br-].[Br-],gemini cationic,25.0,2.63078414258986,34.0,2.02e-06,0.82,38.0,3.15
CCCCCCCCCCCCCC(=O)N[N+](C)(C)CCC[N+](C)(C)NC(=O)CCCCCCCCCCCCC.[Br-].[Br-],gemini cationic,25.0,2.85078088734462,37.5,2.16e-06,0.77,34.5,3.25
CCCCCCCCCCCCCCCC(=O)N[N+](C)(C)CCC[N+](C)(C)NC(=O)CCCCCCCCCCCCCCC.[Br-].[Br-],gemini cationic,25.0,2.90308998699194,38.2,2.31e-06,0.84,33.8,3.59
CCCCCCCCCCCCCCCC[N+](C)(C)CC(O)C[N+](C)(C)CCCCCCCCCCCCCCCC.[Cl-].[Cl-],gemini cationic,25.0,4.72124639904717,42.2,,,29.8,5.3
CCCCCCCCCCCCCCCC[N+](C)(C)CCC[N+](C)(C)CCCCCCCCCCCCCCCC.[Cl-].[Cl-],gemini cationic,25.0,4.82390874094432,42.0,,,30.0,5.4
CCCCCCCCCCCCCC[N+](C)(C)CC(O)C[N+](C)(C)CCCCCCCCCCCCCC.[Cl-].[Cl-],gemini cationic,25.0,3.85387196432176,39.0,,,33.0,4.4
CCCCCCCCCCCCCC[N+](C)(C)CCC[N+](C)(C)CCCCCCCCCCCCCC.[Cl-].[Cl-],gemini cationic,25.0,3.95860731484178,41.8,,,30.2,4.5
CCCCCCCCCCCC[N+](C)(C)CC(O)C[N+](C)(C)CCCCCCCCCCCC.[Cl-].[Cl-],gemini cationic,25.0,3.10790539730952,37.0,,,35.0,3.2
CCCCCCCCCC[N+](C)(C)CC(O)C[N+](C)(C)CCCCCCCCCC.[Cl-].[Cl-],gemini cationic,25.0,2.49485002168009,36.5,,,35.5,2.9
CCCCCCCCCCCCCC[n+]1cccc(NC(=O)Nc2ccc[n+](CCCCCCCCCCCCCC)c2)c1.[Br-].[Br-],gemini cationic,25.0,4.80966830182971,36.2,,,35.77,
CCCCCCCCCCCC[n+]1cccc(NC(=O)Nc2ccc[n+](CCCCCCCCCCCC)c2)c1.[Br-].[Br-],gemini cationic,25.0,3.77728352885242,30.7,,,41.3,
CCCCCCCCCC[n+]1cccc(NC(=O)Nc2ccc[n+](CCCCCCCCCC)c2)c1.[Br-].[Br-],gemini cationic,25.0,3.07262963696098,33.5,,,38.47,
CCCCCCCC[n+]1cccc(NC(=O)Nc2ccc[n+](CCCCCCCC)c2)c1.[Br-].[Br-],gemini cationic,25.0,1.86327943284359,39.8,,,32.17,
CCCCCCCCCCCCCCCCCC[N+](C)(C)CCCCCC[N+](C)(C)CCCCCC.[Br-].[Br-],gemini cationic,25.0,3.22910000000005,,,,,
CCCCCCCCCCCCCCCC[N+](C)(C)CC(O)CC(O)[N+](C)(C)CCCCCCCCCCCCCCCC.[Br-].[Br-],gemini cationic,25.0,4.301,,,,,
CCCCCCCCCCCCCCCC[N+](C)(C)CCCCCCCCCCCC[N+](C)(C)CCCCCCCCCCCCCCCC.[Br-].[Br-],gemini cationic,25.0,4.699,,,,,
CCCCCCCCCCCCCCCC[N+](C)(C)CCCCCCCCCC[N+](C)(C)CCCCCCCCCCCCCCCC.[Br-].[Br-],gemini cationic,25.0,4.5686,,,,,
CCCCCCCCCCCCCCCC[N+](C)(C)CCCCCCCC[N+](C)(C)CCCCCCCCCCCCCCCC.[Br-].[Br-],gemini cationic,25.0,4.4815,,,,,
CCCCCCCCCCCCCCCC[N+](C)(C)CCCCCC[N+](C)(C)CCCCCCCC.[Br-].[Br-],gemini cationic,25.0,3.12490000000004,,,,,
CCCCCCCCCCCCCCCC[N+](C)(C)CCCCNC[N+](C)(C)CCCCCCCCCCCCCCCC.[Br-].[Br-],gemini cationic,25.0,4.9208,,,,,
CCCCCCCCCCCCCCCC[N+](C)(C)CCCCO[N+](C)(C)CCCCCCCCCCCCCCCC.[Br-].[Br-],gemini cationic,25.0,3.19380000000005,,,,,
CCCCCCCCCCCCCCCC[N+](C)(C)CCC[N+](C)(C)CCCCCCCCCCCCCCCC.[Br-].[Br-],gemini cationic,25.0,4.6021,,,,,
CCCCCCCCCCCCCCC[N+](C)(C)CCCCNC[N+](C)(C)CCCCCCCCCCCCCCC.[Br-].[Br-],gemini cationic,25.0,4.3665,,,,,
CCCCCCCCCCCCCCC[N+]1(CCC#CCC[N+]2(CCCCCCCCCCCCCCC)CCCC2)CCCC1.[Br-].[Br-],gemini cationic,25.0,3.8861000000002,,,,,
CCCCCCCCCCCCCC[N+](C)(C)CC(O)CC(O)[N+](C)(C)CCCCCCCCCCCCCC.[Br-].[Br-],gemini cationic,25.0,4.0706,,,,,
CCCCCCCCCCCCCC[N+](C)(C)CCCCCC[N+](C)(C)CCCCCCCCCC.[Br-].[Br-],gemini cationic,25.0,3.07570000000004,,,,,
CCCCCCCCCCCCCC[N+](C)(C)CCCCCC[N+](C)(C)CCCCCCCCCCCCCC.[Br-].[Br-],gemini cationic,25.0,3.80130000000005,,,,,
CCCCCCCCCCCCCC[N+](C)(C)CCCCNC[N+](C)(C)CCCCCCCCCCCCCC.[Br-].[Br-],gemini cationic,25.0,3.9208000000001,,,,,
CCCCCCCCCCCCCC[N+](C)(C)CCCCO[N+](C)(C)CCCCCCCCCCCCCC.[Br-].[Br-],gemini cationic,25.0,3.72120000000005,,,,,
CCCCCCCCCCCCCC[N+](C)(C)CCCC[N+](C)(C)CCCCCCCCCCCCCC.[Br-].[Br-],gemini cationic,25.0,3.86970000000032,,,,,
CCCCCCCCCCCCC[N+](C)(C)CCCCCC[N+](C)(C)CCCCCCCCCCC.[Br-].[Br-],gemini cationic,25.0,3.05550000000001,,,,,
CCCCCCCCCCCCC[N+](C)(C)CCCCNC[N+](C)(C)CCCCCCCCCCCCC.[Br-].[Br-],gemini cationic,25.0,3.48150000000005,,,,,
CCCCCCCCCCCCC[N+](C)(C)CCCCO[N+](C)(C)CCCCCCCCCCCCC.[Br-].[Br-],gemini cationic,25.0,3.4202000000001,,,,,
CCCCCCCCCCCCC[N+]1(CCC#CCC[N+]2(CCCCCCCCCCCCC)CCCC2)CCCC1.[Br-].[Br-],gemini cationic,25.0,3.04100000000003,,,,,
CCCCCCCCCCCCC[N+]1(CCC#CCC[N+]2(CCCCCCCCCCCCC)CCCCC2)CCCCC1.[Br-].[Br-],gemini cationic,25.0,3.05060000000001,,,,,
CCCCCCCCCCCC[N+](C)(C)CC(O)CC(O)[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],gemini cationic,25.0,3.15490000000006,,,,,
CCCCCCCCCCCC[N+](C)(C)CCCCCCCCCCCCCCCC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],gemini cationic,25.0,3.9208000000001,39.4,,,32.57,
CCCCCCCCCCCC[N+](C)(C)CCCCCCCCCCCCCC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],gemini cationic,25.0,3.69900000000016,39.5,,,32.47,
CCCCCCCCCCCC[N+](C)(C)CCCCCCCCCCCC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],gemini cationic,25.0,3.43180000000007,41.5,,,30.47,
CCCCCCCCCCCC[N+](C)(C)CCCCCCCCCC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],gemini cationic,25.0,3.20070000000004,43.0,,,28.97,
CCCCCCCCCCCC[N+](C)(C)CCCCCCCC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],gemini cationic,25.0,3.0809,42.8,,,29.17,
CCCCCCCCCCCC[N+](C)(C)CCCCNC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],gemini cationic,25.0,2.95860000000001,,,,,
CCCCCCCCCCCC[N+](C)(C)CCCCO[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],gemini cationic,25.0,3.0,,,,,
CCCCCCCCCCCC[N+](C)(C)CCOCCOCCOCCOCC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],gemini cationic,25.0,3.04580000000003,,,,,
CCCCCCCCCCCC[N+](C)(C)CCOCCOCCOCC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],gemini cationic,25.0,3.06550000000003,,,,,
CCCCCCCCCCC[N+](C)(C)CCCCNC[N+](C)(C)CCCCCCCCCCC.[Br-].[Br-],gemini cationic,25.0,2.52290000000001,,,,,
CCCCCCCCCCC[N+](C)(C)CCCCO[N+](C)(C)CCCCCCCCCCC.[Br-].[Br-],gemini cationic,25.0,2.58500000000001,,,,,
CCCCCCCCCCC[N+]1(CCC#CCC[N+]2(CCCCCCCCCCC)CCCC2)CCCC1.[Br-].[Br-],gemini cationic,25.0,2.27570000000001,,,,,
CCCCCCCCCCC[N+]1(CCC#CCC[N+]2(CCCCCCCCCCC)CCCCC2)CCCCC1.[Br-].[Br-],gemini cationic,25.0,2.22480000000001,,,,,
CCCCCCCCCC[N+](C)(C)CC#CC[N+](C)(C)CCCCCCCCCC.[Br-].[Br-],gemini cationic,25.0,2.85700000000002,,,,,
CCCCCCCCCC[N+](C)(C)CCCCCCCCCC[N+](C)(C)CCCCCCCCCC.[Br-].[Br-],gemini cationic,25.0,2.37680000000001,,,,,
CCCCCCCCCC[N+](C)(C)CCCCCCCC[N+](C)(C)CCCCCCCCCC.[Br-].[Br-],gemini cationic,25.0,2.1249,,,,,
CCCCCCCCCC[N+](C)(C)CCCCCC[N+](C)(C)CCCCCCCCCC.[Br-].[Br-],gemini cationic,25.0,2.0362,,,,,
CCCCCCCCCC[N+](C)(C)CCCCNC[N+](C)(C)CCCCCCCCCC.[Br-].[Br-],gemini cationic,25.0,2.0757,,,,,
CCCCCCCCCC[N+](C)(C)CCCCO[N+](C)(C)CCCCCCCCCC.[Br-].[Br-],gemini cationic,25.0,2.1135,,,,,
